factor,scheme,Win Rate,Profit/Loss Ratio,Annual Return,MAX_Drawdown,Sharpe Ratio,Calmar Ratio,Turnover_per_bar,Avg_abs_position
gp_factor_0,long_only_extreme,0.09734496124031007,1.0981996666380818,-0.26146021407309716,-34.57334937441978,-0.794240952393598,-0.00756247857971629,0.015910852713178294,0.2
gp_factor_0,long_short_extreme,0.19430232558139535,1.1082659131786905,-0.4470192719497907,-8.833452860864396,-0.9796347764706983,-0.05060527055397086,0.03210271317829457,0.4
gp_factor_0,long_middle_high,0.19443798449612404,1.1381626657210344,-0.7852894350434,-43.80829548916745,-2.1822202408249005,-0.01792558752343103,0.039084302325581396,0.3
gp_factor_0,long_middle,0.09709302325581395,1.129280606340193,-1.0479979768243262,-266.21225408882344,-3.6043036198418457,-0.003936700736828797,0.046366279069767445,0.2
