open_time,open,high,low,close,volume,end_time,amount,count,buy_volume,buy_amount,ignore
1690142400000,30083.10,30135.00,30082.40,30131.10,8533.227,1690145999999,256912885.79820,73902,4387.185,132091466.70780,0
1690146000000,30131.20,30133.40,29909.00,29940.90,16720.092,1690149599999,501578576.53144,121287,5921.927,177591730.80330,0
1690149600000,29940.90,30028.20,29929.60,30004.40,5806.820,1690153199999,174176797.19810,70863,3545.410,106339094.80710,0
1690153200000,30004.40,30090.10,30004.40,30070.80,6583.343,1690156799999,197835979.58990,70521,3744.688,112532267.83770,0
1690156800000,30070.90,30091.70,29993.20,30000.80,6932.369,1690160399999,208326617.05340,62839,3007.399,90387645.70060,0
1690160400000,30000.90,30012.20,29850.00,29904.80,17825.901,1690163999999,533308601.13800,130930,8535.199,255338336.67360,0
1690164000000,29904.80,29904.90,29741.10,29785.00,24970.726,1690167599999,743996444.53564,194405,10808.850,322033416.33890,0
1690167600000,29785.00,29785.10,29650.20,29705.60,20555.061,1690171199999,610621448.37930,163215,9131.663,271260927.55390,0
1690171200000,29705.70,29788.80,29639.70,29775.80,17121.695,1690174799999,509049927.12410,141670,8998.892,267583886.12860,0
1690174800000,29775.80,29808.30,29735.00,29786.30,7946.891,1690178399999,236608587.23540,65998,3924.755,116857961.80420,0
1690178400000,29786.40,29789.90,29754.90,29765.00,4660.178,1690181999999,138736532.27610,44504,2323.756,69177163.63070,0
1690182000000,29765.10,29862.90,29715.20,29816.40,12145.312,1690185599999,361899005.09650,107313,6512.612,194088487.43220,0
1690185600000,29816.40,29820.90,29736.70,29744.10,8102.637,1690189199999,241271742.21170,83048,3485.160,103783910.94990,0
1690189200000,29744.00,29759.50,28904.40,29162.00,64789.898,1690192799999,1896542804.90339,401537,26878.363,785723886.51352,0
1690192800000,29162.00,29373.90,29100.00,29307.60,47878.068,1690196399999,1401884311.08678,343423,25798.121,755450484.95118,0
1690196400000,29307.70,29322.90,29203.20,29259.60,16359.785,1690199999999,478785171.75840,138010,7534.771,220524093.93210,0
1690200000000,29259.70,29262.60,29150.00,29223.50,20761.038,1690203599999,606205537.92770,163848,10938.326,319409559.31390,0
1690203600000,29223.50,29248.00,29099.30,29171.40,15223.751,1690207199999,444146551.24002,140665,7043.470,205516132.90090,0
1690207200000,29171.40,29179.60,29006.30,29032.30,37031.440,1690210799999,1077230307.99130,262190,16967.497,493668229.59290,0
1690210800000,29032.30,29130.00,28830.00,29085.80,51579.030,1690214399999,1495952007.58211,370371,25178.272,730465045.72122,0
1690214400000,29085.90,29144.90,29014.00,29098.10,15254.520,1690217999999,443653252.33000,142562,8165.106,237480012.68830,0
1690218000000,29098.10,29115.40,29002.20,29031.60,9102.584,1690221599999,264516293.14280,98389,4114.197,119568443.98010,0
1690221600000,29031.60,29127.30,28982.50,29114.40,10771.677,1690225199999,312971476.73540,104688,5810.008,168837584.37780,0
1690225200000,29114.40,29147.00,29088.00,29106.90,6358.027,1690228799999,185151905.95830,76467,3228.700,94026316.51000,0
1690228800000,29106.80,29140.20,29075.50,29134.60,4886.195,1690232399999,142255676.98800,58441,2316.382,67443411.27790,0
1690232400000,29134.60,29187.00,29114.70,29158.50,6288.710,1690235999999,183310509.77830,64494,3427.528,99912848.08690,0
1690236000000,29158.50,29183.00,29125.20,29152.20,3981.432,1690239599999,116082912.37230,48176,1800.698,52503683.49270,0
1690239600000,29152.30,29200.00,29145.90,29163.80,3655.492,1690243199999,106640404.84800,43583,2104.679,61403489.71070,0
1690243200000,29163.80,29174.50,29080.00,29103.30,7655.593,1690246799999,222985862.40950,67063,3003.554,87488456.18120,0
1690246800000,29103.40,29106.40,29033.00,29070.00,7637.164,1690250399999,221990578.18320,67713,3268.988,95021952.09150,0
1690250400000,29070.10,29159.70,29051.80,29119.60,7213.146,1690253999999,209998217.90160,64543,4322.912,125844606.86040,0
1690254000000,29119.60,29136.10,29067.10,29099.60,4973.876,1690257599999,144749445.44820,53601,2264.584,65907589.98440,0
1690257600000,29099.60,29114.30,29060.00,29080.00,3653.947,1690261199999,106272714.93780,43958,1640.578,47713434.69750,0
1690261200000,29080.00,29136.30,29078.20,29110.70,4595.559,1690264799999,133758117.05100,43697,2755.224,80190351.04330,0
1690264800000,29110.70,29140.50,29100.40,29131.80,4417.282,1690268399999,128639321.63540,49423,2232.379,65013173.25590,0
1690268400000,29131.80,29155.40,29112.20,29132.30,5043.163,1690271999999,146929639.71560,51375,2273.421,66236625.95870,0
1690272000000,29132.30,29186.20,29111.70,29177.00,6067.721,1690275599999,176874496.25360,62413,3455.934,100751692.77070,0
1690275600000,29177.00,29277.60,29145.20,29153.90,15390.846,1690279199999,449499584.57720,121264,7954.992,232365998.05730,0
1690279200000,29154.00,29190.00,29132.10,29151.60,6566.776,1690282799999,191494387.76300,64473,3366.322,98169456.42920,0
1690282800000,29151.70,29156.30,29106.30,29117.60,7367.941,1690286399999,214658117.45090,59738,3073.894,89564177.72990,0
1690286400000,29117.60,29134.60,29082.00,29108.70,5865.805,1690289999999,170764569.13450,59242,2911.669,84772431.36610,0
1690290000000,29108.80,29330.00,29058.00,29271.90,32541.642,1690293599999,951108326.32423,241719,18735.500,547585514.08353,0
1690293600000,29272.00,29333.00,29138.00,29160.70,19897.966,1690297199999,581664809.51010,168672,9242.601,270213165.93650,0
1690297200000,29160.70,29223.80,29151.50,29167.00,7290.051,1690300799999,212798232.13390,75790,3782.007,110396824.89140,0
1690300800000,29167.00,29287.90,29165.50,29214.00,9244.384,1690304399999,270189948.97220,86621,4984.328,145681608.86830,0
1690304400000,29214.10,29276.60,29173.00,29260.40,7692.184,1690307999999,224839936.92990,73757,3933.906,114990512.84570,0
1690308000000,29260.40,29379.50,29241.80,29252.40,13294.601,1690311599999,389468725.37200,113224,7203.390,211046575.44740,0
1690311600000,29252.40,29267.40,29181.80,29189.00,6454.729,1690315199999,188656940.21470,60065,2831.385,82758228.41570,0
1690315200000,29189.00,29234.40,29171.30,29219.90,5125.430,1690318799999,149697179.77820,59812,2827.756,82589662.47860,0
1690318800000,29219.90,29235.40,29196.70,29217.90,2242.364,1690322399999,65519913.28980,34644,1079.129,31532819.41300,0
1690322400000,29217.90,29247.90,29189.10,29189.20,3389.735,1690325999999,99039223.94080,40508,1639.742,47912135.08670,0
1690326000000,29189.10,29237.00,29182.20,29216.30,2816.713,1690329599999,82266560.35190,34628,1514.301,44228439.69080,0
1690329600000,29216.20,29222.40,29120.50,29155.30,8317.260,1690333199999,242587625.01120,69020,3369.981,98300511.60910,0
1690333200000,29155.20,29166.50,29083.00,29121.00,8183.501,1690336799999,238362127.98132,76139,3737.212,108860668.91540,0
1690336800000,29121.10,29294.80,29115.00,29280.10,9000.321,1690340399999,262763863.10580,70012,6322.448,184595657.43590,0
1690340400000,29280.00,29414.60,29200.00,29228.00,22017.964,1690343999999,645105054.33928,147788,10963.259,321290192.71018,0
1690344000000,29228.10,29229.00,29185.90,29185.90,5015.921,1690347599999,146502618.02530,45145,2383.857,69626862.48180,0
1690347600000,29185.90,29269.90,29184.30,29260.80,5808.335,1690351199999,169741630.49160,57928,3872.074,113149822.74400,0
1690351200000,29260.70,29315.00,29100.00,29198.60,12265.674,1690354799999,358517866.74092,88802,5306.599,155162834.93700,0
1690354800000,29198.60,29235.40,29179.10,29205.30,3947.929,1690358399999,115294389.92040,48193,2051.552,59913792.61010,0
1690358400000,29205.40,29229.30,29192.80,29207.00,3121.423,1690361999999,91185516.91540,35536,1519.405,44387859.42390,0
1690362000000,29207.00,29220.00,29150.00,29179.00,5062.382,1690365599999,147719715.63830,54978,2259.619,65936949.95240,0
1690365600000,29179.00,29191.80,29147.20,29180.00,3859.148,1690369199999,112586114.23870,46797,1979.909,57762894.19290,0
1690369200000,29180.10,29204.80,29145.20,29163.90,4351.181,1690372799999,126962598.99770,48020,1869.180,54543534.03730,0
1690372800000,29163.90,29234.70,29152.40,29217.30,5174.634,1690376399999,151115992.60400,55232,2824.109,82469253.70080,0
1690376400000,29217.30,29321.40,29217.20,29295.30,12980.101,1690379999999,379907439.74668,106985,7210.558,211042724.86988,0
1690380000000,29295.30,29349.30,29189.80,29255.20,16191.723,1690383599999,473725062.18900,124228,6743.690,197351297.18790,0
1690383600000,29255.10,29326.60,29252.70,29307.20,8129.338,1690387199999,238143590.64590,69987,4580.721,134188012.59960,0
1690387200000,29307.30,29355.00,29256.50,29290.00,12881.154,1690390799999,377440697.11160,91800,5919.997,173473776.44700,0
1690390800000,29290.00,29313.30,29222.80,29249.70,9034.636,1690394399999,264523257.29250,79088,4312.366,126264132.32380,0
1690394400000,29249.70,29500.00,29212.80,29363.30,47295.743,1690397999999,1387811560.47240,362771,24521.702,719675744.40410,0
1690398000000,29363.40,29392.00,29172.00,29390.30,25203.697,1690401599999,738235685.24900,194088,12752.805,373558653.43980,0
1690401600000,29390.30,29670.50,29372.40,29562.20,40975.716,1690405199999,1210353484.55225,307075,22774.419,672787358.46025,0
1690405200000,29562.10,29646.20,29412.00,29453.40,19936.783,1690408799999,588807955.53620,163372,8877.484,262199826.75140,0
1690408800000,29453.50,29497.70,29411.50,29456.60,9912.497,1690412399999,291909951.62220,92927,5012.228,147610863.24010,0
1690412400000,29456.60,29529.60,29260.00,29336.00,19860.521,1690415999999,583215930.16698,135016,8905.357,261582337.96980,0
1690416000000,29336.00,29350.00,29286.20,29341.90,6717.365,1690419599999,196937962.37510,72718,3536.842,103702771.26290,0
1690419600000,29342.00,29400.70,29324.10,29384.30,6410.669,1690423199999,188282702.52900,61991,3609.873,106022080.43380,0
1690423200000,29384.30,29430.00,29331.70,29420.40,4831.091,1690426799999,141894670.98780,45904,2866.496,84202680.76990,0
1690426800000,29420.50,29436.70,29388.10,29388.10,4290.638,1690430399999,126195723.26400,37906,1789.829,52643347.64110,0
1690430400000,29388.10,29477.30,29388.10,29473.90,6863.274,1690433999999,202066630.06880,55694,4039.031,118911606.02400,0
1690434000000,29473.90,29485.90,29442.70,29446.00,6732.993,1690437599999,198387436.87640,57367,3519.243,103693748.03240,0
1690437600000,29446.00,29468.20,29366.00,29368.50,7083.088,1690441199999,208382788.14100,59614,2619.291,77067084.67520,0
1690441200000,29368.50,29455.40,29367.10,29396.90,6977.338,1690444799999,205258581.89190,67209,3834.360,112792033.88610,0
1690444800000,29396.90,29459.70,29380.00,29455.80,7369.009,1690448399999,216782421.55370,65005,3760.863,110645935.08750,0
1690448400000,29455.90,29558.40,29450.30,29529.40,11769.819,1690451999999,347257074.19824,101262,6665.232,196651020.85354,0
1690452000000,29529.50,29544.50,29455.50,29466.30,9599.640,1690455599999,283176019.41580,86546,4033.415,118979329.37020,0
1690455600000,29466.20,29514.00,29453.20,29493.90,5316.063,1690459199999,156732461.48860,55068,2945.449,86840010.29610,0
1690459200000,29494.00,29495.10,29442.60,29486.50,6439.884,1690462799999,189778972.24660,69876,3115.731,91821541.40810,0
1690462800000,29486.50,29494.80,29417.30,29430.60,8642.153,1690466399999,254520818.76650,83135,4296.362,126540071.47970,0
1690466400000,29430.50,29432.20,29304.10,29336.00,18399.614,1690469999999,540347748.75368,151416,8274.392,243003871.15700,0
1690470000000,29335.90,29351.00,29218.10,29278.00,21802.398,1690473599999,638523362.98890,175886,10624.184,311182614.83150,0
1690473600000,29278.00,29324.50,29247.00,29263.70,9944.539,1690477199999,291208427.75470,89201,5276.578,154527997.03290,0
1690477200000,29263.70,29283.40,29162.00,29209.70,14861.556,1690480799999,434396775.59130,129695,6564.709,191911638.33550,0
1690480800000,29209.80,29240.50,29065.50,29131.60,27371.431,1690484399999,797895330.86312,213385,13448.824,392089378.61060,0
1690484400000,29131.50,29167.00,29090.00,29152.60,11464.896,1690487999999,333945800.78320,106069,5717.541,166543778.83970,0
1690488000000,29152.60,29182.60,29117.70,29133.50,6261.989,1690491599999,182542306.20830,70064,3409.446,99393174.28020,0
1690491600000,29133.60,29220.00,29124.40,29169.50,5643.939,1690495199999,164659941.53810,62025,3164.744,92331373.49970,0
1690495200000,29169.50,29225.00,29169.50,29186.70,4412.803,1690498799999,128871548.24440,52026,2382.498,69576588.71570,0
1690498800000,29186.60,29216.80,29167.00,29209.70,4170.345,1690502399999,121730316.70720,47069,2047.820,59778442.17810,0
1690502400000,29209.80,29299.90,29197.60,29255.90,7071.009,1690505999999,206762776.76620,68840,4302.061,125801656.99440,0
1690506000000,29256.00,29284.80,29240.10,29247.80,4046.807,1690509599999,118410737.25260,47468,1460.817,42745509.96220,0
1690509600000,29247.80,29252.00,29171.30,29217.30,5160.791,1690513199999,150741771.45650,53596,1910.206,55788351.60710,0
1690513200000,29217.30,29279.60,29189.40,29239.80,6993.799,1690516799999,204431103.06990,62609,3949.875,115462831.59100,0
1690516800000,29239.80,29255.50,29207.60,29249.40,3379.733,1690520399999,98796941.39200,40070,1783.146,52126945.92600,0
1690520400000,29249.40,29253.40,29142.30,29172.00,5870.970,1690523999999,171351548.45200,58809,2273.424,66344831.52770,0
1690524000000,29172.00,29194.30,29150.00,29175.50,3825.153,1690527599999,111607275.54780,44450,2001.011,58384095.00200,0
1690527600000,29175.50,29185.60,29125.50,29126.90,6145.145,1690531199999,179134730.80140,61990,2972.987,86665342.65820,0
1690531200000,29126.90,29176.90,29114.10,29142.00,7508.005,1690534799999,218828626.87130,67179,3796.537,110660121.14630,0
1690534800000,29141.90,29227.00,29112.80,29203.20,8163.525,1690538399999,238046943.79050,74438,4773.593,139207155.55900,0
1690538400000,29203.20,29224.00,29190.60,29208.90,5043.084,1690541999999,147287884.19090,58107,2887.256,84326066.27090,0
1690542000000,29208.90,29239.40,29183.90,29195.30,4541.288,1690545599999,132644918.62130,53713,2333.417,68161106.25140,0
1690545600000,29195.40,29320.00,29192.50,29295.00,12276.753,1690549199999,359304206.84640,111068,6854.549,200608982.39620,0
1690549200000,29294.90,29309.90,29235.50,29276.80,9263.089,1690552799999,271170418.35750,85619,4464.527,130702045.14070,0
1690552800000,29276.80,29522.00,29276.80,29475.70,41128.262,1690556399999,1209977698.13608,283729,23129.991,680476338.44398,0
1690556400000,29475.60,29535.70,29336.50,29379.00,30403.159,1690559999999,895226928.33914,215963,13328.391,392511084.31614,0
1690560000000,29379.00,29391.60,29322.70,29346.80,12121.847,1690563599999,355822285.18190,97634,6144.755,180380448.86270,0
1690563600000,29346.90,29346.90,29180.60,29245.40,22117.141,1690567199999,647025653.33558,163755,10463.446,306109259.68960,0
1690567200000,29245.30,29324.50,29230.00,29297.70,9313.477,1690570799999,272657682.09610,76558,4925.278,144202592.12690,0
1690570800000,29297.70,29322.20,29271.10,29303.40,4603.246,1690574399999,134856580.38790,55105,2218.096,64981957.24650,0
1690574400000,29303.50,29330.00,29267.30,29329.80,3678.747,1690577999999,107784116.37490,44130,1903.464,55773895.63670,0
1690578000000,29329.90,29358.00,29294.60,29297.30,3851.165,1690581599999,112942572.07530,45616,1927.307,56526701.53580,0
1690581600000,29297.40,29304.60,29276.10,29282.80,2583.468,1690585199999,75672891.24550,35581,1165.187,34129528.83440,0
1690585200000,29282.80,29316.70,29282.70,29299.90,2210.204,1690588799999,64765553.73470,26184,1271.142,37247667.26450,0
1690588800000,29300.00,29336.00,29280.60,29310.00,2840.565,1690592399999,83259057.93650,38373,1592.574,46679341.26580,0
1690592400000,29310.00,29369.40,29306.00,29367.60,3375.926,1690595999999,99044742.12080,40004,2003.513,58783470.13940,0
1690596000000,29367.60,29381.40,29349.50,29361.60,3664.402,1690599599999,107601800.66520,45038,1789.711,52553922.86040,0
1690599600000,29361.60,29373.70,29350.00,29355.70,2198.322,1690603199999,64548230.87390,32554,850.215,24964849.38970,0
1690603200000,29355.60,29397.90,29351.60,29367.20,3315.670,1690606799999,97397313.21600,37642,1710.823,50255974.39790,0
1690606800000,29367.20,29370.30,29332.80,29356.10,3287.567,1690610399999,96494023.36080,30952,1366.987,40122256.74110,0
1690610400000,29356.00,29356.10,29315.20,29336.60,3125.633,1690613999999,91687943.52560,36518,1315.144,38577906.50460,0
1690614000000,29336.60,29341.90,29271.70,29283.00,6740.057,1690617599999,197490493.24630,43973,2021.548,59240931.79510,0
1690617600000,29283.00,29321.10,29237.50,29287.40,7948.457,1690621199999,232746504.92040,59694,4100.663,120095764.28200,0
1690621200000,29287.40,29291.10,29250.30,29271.80,3625.584,1690624799999,106131900.95200,39974,1949.194,57059645.21980,0
1690624800000,29271.80,29285.80,29250.30,29264.70,3106.167,1690628399999,90918867.00640,37487,1606.243,47015904.10230,0
1690628400000,29264.70,29294.90,29253.20,29253.20,3122.732,1690631999999,91404773.86060,35249,1805.434,52846752.91980,0
1690632000000,29253.20,29321.00,29246.20,29281.40,7704.394,1690635599999,225590677.78710,63262,4430.035,129716103.22590,0
1690635600000,29281.30,29334.40,29277.00,29283.70,5733.168,1690639199999,167995113.00190,47193,3415.882,100097182.05680,0
1690639200000,29283.80,29308.50,29263.20,29271.70,2851.286,1690642799999,83499713.20440,34770,1257.821,36837299.00480,0
1690642800000,29271.70,29285.00,29270.00,29284.80,2587.329,1690646399999,75755994.27730,27360,1347.652,39459076.04540,0
1690646400000,29284.80,29301.30,29277.40,29296.30,2278.248,1690649999999,66721644.20790,25654,1277.934,37426570.90160,0
1690650000000,29296.30,29322.00,29283.60,29310.40,3166.716,1690653599999,92799498.52490,32675,1603.823,46998488.23600,0
1690653600000,29310.50,29322.50,29276.00,29297.10,2907.159,1690657199999,85157766.50820,33648,1445.951,42354259.86740,0
1690657200000,29297.10,29340.00,29297.00,29328.00,3656.078,1690660799999,107211992.78290,35772,2150.459,63058840.98610,0
1690660800000,29328.00,29368.80,29328.00,29338.70,4089.427,1690664399999,120022043.05430,44319,2103.960,61747542.34050,0
1690664400000,29338.80,29355.00,29336.50,29339.20,2110.273,1690667999999,61929301.27560,28645,1099.823,32276893.06150,0
1690668000000,29339.30,29354.40,29335.80,29341.20,1893.324,1690671599999,55558684.95960,24164,937.860,27520862.86060,0
1690671600000,29341.20,29358.80,29338.00,29339.10,1772.235,1690675199999,52006642.39390,20270,888.726,26080491.26890,0
1690675200000,29339.10,29345.90,29304.60,29337.00,3084.444,1690678799999,90458252.90250,29772,1368.537,40136918.67440,0
1690678800000,29336.90,29336.90,29310.70,29313.00,1760.761,1690682399999,51628812.06870,25670,717.669,21043535.95680,0
1690682400000,29313.00,29314.90,29292.00,29299.80,2766.633,1690685999999,81065676.27110,27913,1289.759,37791086.35940,0
1690686000000,29299.90,29310.00,29297.40,29300.20,1577.214,1690689599999,46218203.02540,20535,821.903,24084665.14920,0
1690689600000,29300.10,29316.70,29299.50,29309.50,1995.956,1690693199999,58497585.59950,25637,1040.315,30489069.28000,0
1690693200000,29309.60,29317.50,29296.00,29296.70,1699.388,1690696799999,49802245.24510,26236,761.085,22305361.55880,0
1690696800000,29296.80,29298.50,29251.90,29272.90,5251.354,1690700399999,153713032.75940,49329,2220.755,65003348.03940,0
1690700400000,29272.90,29286.20,29261.10,29280.00,2275.076,1690703999999,66600173.09850,30108,1334.701,39073009.07830,0
1690704000000,29280.10,29298.20,29278.00,29285.20,3805.536,1690707599999,111453695.31060,35537,2026.892,59363428.47990,0
1690707600000,29285.10,29288.90,29261.20,29269.90,3317.841,1690711199999,97132133.69810,31162,1488.715,43584178.24890,0
1690711200000,29270.00,29278.30,29211.20,29269.60,4999.992,1690714799999,146256342.21950,43009,2120.786,62038920.29990,0
1690714800000,29269.60,29318.10,29243.00,29301.30,8382.633,1690718399999,245465745.12210,74215,5039.475,147575565.02740,0
1690718400000,29301.30,29317.70,29292.10,29307.40,4185.895,1690721999999,122683099.31080,40199,2060.993,60405250.47810,0
1690722000000,29307.30,29310.60,29260.00,29273.30,3681.417,1690725599999,107816713.55790,39216,1334.996,39096837.37140,0
1690725600000,29273.40,29430.00,29273.30,29377.20,13055.723,1690729199999,383274317.71370,95163,7658.078,224836411.30900,0
1690729200000,29377.20,29442.50,29293.80,29337.10,19733.608,1690732799999,579900411.78380,144043,8473.112,248995865.68680,0
1690732800000,29337.20,29399.50,29316.00,29367.40,8297.157,1690736399999,243567626.63870,76042,4338.864,127372459.30700,0
1690736400000,29367.50,29389.00,29342.50,29385.10,3650.230,1690739999999,107195271.47750,37473,2007.489,58957630.04730,0
1690740000000,29385.20,29389.00,29331.10,29342.10,3405.572,1690743599999,99993912.21460,37800,1108.358,32542929.80940,0
1690743600000,29342.20,29348.00,29100.00,29187.20,22278.210,1690747199999,650268116.27322,139053,9321.616,272025214.69390,0
1690747200000,29187.20,29264.60,29006.00,29255.50,30156.593,1690750799999,878633461.74761,217961,16050.546,467734332.91500,0
1690750800000,29255.60,29255.60,29164.40,29195.10,6832.991,1690754399999,199534956.23610,69995,3386.174,98879883.59610,0
1690754400000,29195.20,29198.90,29130.80,29145.80,5592.660,1690757999999,163073887.34950,52322,2580.995,75257876.77750,0
1690758000000,29145.90,29274.00,29142.30,29271.10,8114.369,1690761599999,237187018.68310,70427,4726.944,138161859.53400,0
1690761600000,29271.20,29525.80,29250.00,29449.70,24908.939,1690765199999,732536285.89452,182438,13983.477,411243859.34342,0
1690765200000,29449.70,29478.00,29368.00,29442.40,10804.691,1690768799999,317891000.09200,100815,4745.098,139619582.59600,0
1690768800000,29442.40,29486.00,29413.80,29448.60,7367.286,1690772399999,216961850.77370,69246,4051.948,119329855.05780,0
1690772400000,29448.60,29458.50,29393.70,29411.80,6538.720,1690775999999,192363164.64230,56646,2939.991,86498929.14380,0
1690776000000,29411.80,29423.70,29365.30,29388.90,6091.080,1690779599999,179053395.64030,56406,2799.914,82305839.76180,0
1690779600000,29389.00,29410.00,29343.00,29367.90,5359.417,1690783199999,157472408.25080,53549,2415.120,70966379.01370,0
1690783200000,29367.80,29434.50,29353.80,29400.10,5360.160,1690786799999,157545143.12400,55375,2962.125,87064369.68600,0
1690786800000,29400.10,29402.70,29362.30,29363.70,3103.125,1690790399999,91181044.46750,36956,1536.516,45150524.78270,0
1690790400000,29363.80,29411.50,29340.60,29384.20,5662.160,1690793999999,166315015.29830,49397,3138.774,92198176.36220,0
1690794000000,29384.30,29384.30,29317.40,29376.80,6765.880,1690797599999,198561881.49258,57459,3535.832,103769201.34560,0
1690797600000,29376.90,29400.00,29362.00,29378.50,3803.352,1690801199999,111731407.16350,37126,2180.385,64054648.31420,0
1690801200000,29378.50,29395.90,29370.40,29395.90,2999.842,1690804799999,88143521.02320,34379,1700.061,49952862.41470,0
1690804800000,29395.80,29461.40,29380.00,29456.90,9924.829,1690808399999,292045036.16430,81177,5777.734,170009051.79360,0
1690808400000,29456.90,29459.60,29294.40,29352.60,16029.096,1690811999999,470980779.66080,126854,6231.027,183077870.38970,0
1690812000000,29352.70,29355.90,29250.10,29290.00,16135.314,1690815599999,472889464.47240,134657,7805.284,228770799.36180,0
1690815600000,29290.00,29330.10,29208.90,29231.30,16128.948,1690819199999,472063141.89210,129761,8128.913,237941261.59350,0
1690819200000,29231.30,29256.70,29155.00,29215.10,17025.746,1690822799999,497392656.78190,138369,8527.204,249142855.25990,0
1690822800000,29215.00,29263.00,29130.60,29204.80,14482.522,1690826399999,422809568.11720,118611,7288.399,212805133.24150,0
1690826400000,29204.90,29207.40,29130.60,29180.20,8936.874,1690829999999,260741505.75580,85303,4195.631,122421597.89600,0
1690830000000,29180.20,29229.50,29100.00,29146.50,10004.397,1690833599999,291845942.59642,93432,4672.766,136342689.55930,0
1690833600000,29146.40,29249.00,29102.30,29194.50,13962.278,1690837199999,407463062.36210,127312,7628.217,222628537.58450,0
1690837200000,29194.50,29285.30,29144.80,29230.60,10977.809,1690840799999,320717163.42230,86779,5551.999,162209844.89670,0
1690840800000,29230.60,29232.10,29186.00,29199.60,4243.308,1690844399999,123939205.28490,43890,1955.245,57107709.47700,0
1690844400000,29199.50,29229.80,29173.40,29220.80,3765.949,1690847999999,109981075.55480,42779,1826.605,53346223.24840,0
1690848000000,29220.80,29277.00,29200.90,29272.30,4934.266,1690851599999,144272671.57760,49285,2739.515,80101767.81650,0
1690851600000,29272.30,29337.30,29155.30,29185.70,12283.595,1690855199999,359413832.76448,111857,5789.466,169455699.57418,0
1690855200000,29185.70,29207.20,28684.70,28917.40,49867.433,1690858799999,1442261589.57356,328085,20432.041,590839236.75730,0
1690858800000,28917.40,28942.20,28800.00,28820.10,21381.654,1690862399999,617384066.08570,156707,10034.039,289750885.91040,0
1690862400000,28820.10,28917.40,28785.30,28852.20,15579.996,1690865999999,449490204.56320,113858,8364.934,241341364.91400,0
1690866000000,28852.20,28914.30,28839.20,28910.60,7580.320,1690869599999,218941773.88100,67533,4352.085,125703688.68030,0
1690869600000,28910.50,28959.00,28891.90,28900.10,8482.130,1690873199999,245347255.82170,78527,4285.534,123964006.56260,0
1690873200000,28900.10,28931.20,28882.40,28921.20,7162.153,1690876799999,207033612.50580,68137,3716.461,107433280.93560,0
1690876800000,28921.20,28986.50,28896.90,28983.70,6875.450,1690880399999,198960732.89870,68602,3674.824,106347752.97660,0
1690880400000,28983.80,28985.90,28912.80,28916.90,5903.094,1690883999999,170837636.07230,59663,2417.956,69973148.48100,0
1690884000000,28916.80,28935.00,28880.10,28915.40,6733.379,1690887599999,194634608.99630,55358,3256.573,94139127.72820,0
1690887600000,28915.50,28919.50,28850.10,28853.00,6800.369,1690891199999,196383999.97350,61735,2976.452,85949689.17030,0
1690891200000,28852.90,28920.00,28715.00,28867.90,22506.376,1690894799999,649143759.33840,161314,11253.999,324700816.58360,0
1690894800000,28867.90,28906.50,28852.60,28857.00,7438.170,1690898399999,214799195.18370,80010,3812.902,110111844.03530,0
1690898400000,28857.00,28894.00,28772.60,28816.30,12798.888,1690901999999,369106128.42320,119838,5924.513,170869089.38220,0
1690902000000,28816.40,28973.60,28550.00,28942.90,50185.272,1690905599999,1444288279.50746,337362,24819.947,714711596.36560,0
1690905600000,28943.00,29046.20,28850.20,28922.10,28911.002,1690909199999,836960326.89920,207392,14029.951,406229131.72250,0
1690909200000,28922.20,28975.70,28916.00,28941.40,7971.152,1690912799999,230736008.95720,80009,4024.402,116492633.06540,0
1690912800000,28941.50,29269.00,28941.50,29261.50,34600.886,1690916399999,1007696043.50241,253823,19258.874,560891691.15201,0
1690916400000,29261.40,29330.00,29201.10,29263.60,26878.081,1690919999999,786439765.11453,198441,13151.456,384835952.55503,0
1690920000000,29263.50,29299.40,29170.00,29221.30,13583.720,1690923599999,396965920.60460,119583,6919.018,202200955.81940,0
1690923600000,29221.20,29315.00,29182.00,29235.00,9343.640,1690927199999,273167016.15100,88756,4751.468,138912700.24450,0
1690927200000,29235.10,29244.90,29188.70,29242.80,4698.263,1690930799999,137238706.32650,57106,2322.845,67851973.85700,0
1690930800000,29242.90,29735.00,29239.40,29701.20,69829.354,1690934399999,2059746912.12935,416285,39573.249,1167239812.89655,0
1690934400000,29701.20,29835.00,29673.60,29816.80,50073.392,1690937999999,1489779684.87244,347507,25683.980,764182707.28364,0
1690938000000,29816.70,30059.90,29778.00,29835.60,41354.861,1690941599999,1236910138.39984,319993,21002.037,628231623.41974,0
1690941600000,29835.60,29873.80,29777.00,29799.90,18379.529,1690945199999,548147403.75650,144610,8304.624,247687466.97960,0
1690945200000,29799.90,29809.90,29607.60,29622.50,23825.316,1690948799999,707807014.78548,181149,10585.837,314515020.90950,0
1690948800000,29622.50,29719.50,29575.20,29667.30,17604.012,1690952399999,521696771.46630,141672,9520.381,282168457.59610,0
1690952400000,29667.30,29668.10,29590.10,29645.10,8492.070,1690955999999,251578477.54550,76459,4194.151,124259101.32710,0
1690956000000,29645.10,29684.60,29552.30,29552.40,9476.601,1690959599999,280647581.75970,96749,4358.213,129092620.25230,0
1690959600000,29552.30,29643.70,29550.00,29570.10,9725.787,1690963199999,287887152.86460,98254,5034.956,149038856.60140,0
