fitness_avg_sic,expression,depth,length,factor_order_in_model,sym,freq,y_train_ret_period,start_date_train,end_date_train,start_date_test,end_date_test,metric,current_time,fitness_avg_pic_train,fitness_avg_pic_test,fitness_avg_sic_train,fitness_avg_sic_test,fitness_calmar_train,fitness_calmar_test,fitness_sharp_train,fitness_sharp_test,fitness_sharpe_fixed_threshold_train,fitness_sharpe_fixed_threshold_test,fitness_sharpe_std_threshold_train,fitness_sharpe_std_threshold_test,fitness_max_dd_train,fitness_max_dd_test,fitness_avg_mdd_train,fitness_avg_mdd_test,fitness_max_ic_train,fitness_max_ic_test,max_ic_train_check,given_ic_test
0.03131514887119759,ts_range_5(tanh(donchian_pos_50)),2,3,alpha_1,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251217231749,0.009052377771679065,0.024471583829068538,0.03281514887119759,0.03296899509414196,-0.17877159051985322,0.009332606614654567,-1.1518033853688008,0.032534821694730855,-1.0018408962421657,-3.283371171510465,-1.6365381524664675,-1.3632269313763579,-19.99528430315954,-10.73104876737342,-6.941817048415055,-3.657200705507647,0.01250151,0.03410451,0.01250151,-0.009229220182843478
0.02864186311346233,"abs(ta_minus_dm_14(neg(trend_slope_24), ts_argrange_10(h_ta_lr_angle_10)))",3,6,alpha_2,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251217231749,0.028927544182431326,-0.008768518941012543,0.03164186311346233,-0.014688684199208888,0.45493915923475947,0.2139180132215892,2.20592299593066,0.7700094779561519,3.1525335907998495,1.7591866528245788,2.8621830026060175,1.9871314935830295,-25.801280887929174,-20.006535232383644,-11.660922960125893,-7.140338966918497,0.019805500000000004,0.039501510000000004,0.019805500000000004,0.028338276038013553
0.026357469542750967,ts_argmin_20(donchian_pos_50),1,2,alpha_3,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251217231749,0.01572669590613272,-0.006962198514029591,0.027357469542750968,-0.0003163252050378193,0.021259436058359327,-0.12951824955428118,0.09320475163265438,-0.4685812531324549,-0.40340842686433,-2.9544684388868845,,,-15.530643088439604,-13.707319025923258,-7.569779627889884,-4.459074746491773,0.0158035,0.005604509999999999,0.0158035,-0.0027599417803661377
0.02438050497388308,ta_lr_intercept_20(ta_lr_angle_10(ts_prod_3(ts_wma_8(o_ta_lr_slope_10)))),4,5,alpha_4,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251217231749,0.006931795266873106,0.0005631503717778777,0.026880504973883078,-0.03719304575710394,0.696069030913315,0.6819899800922499,1.7865454405220018,1.27948922410716,2.107842968368393,-1.426851404783577,0.8383669111311379,3.0045694506637237,-6.996296190632419,-5.069819662380996,-4.156202434706328,-2.4591700354469186,0.03410451,0.0604045,0.03410451,0.04444796818425706
0.02019755413538518,"ta_tsf_20(ts_std_40(ta_willr_25(ori_trix_21, donchian_pos_50, obv_lr_slope_20)))",3,6,alpha_5,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251217231749,0.009471290865310619,-0.004581941942202791,0.023197554135385177,0.012458253460188187,0.10957414295416716,-1.2012705901119825,0.48795447733433506,-3.0359378780951647,0.9439510235049995,-2.2683762715159657,0.08656004770446493,-1.054329792766449,-16.033238888834298,-7.427933924829557,-7.655202646519821,-3.5324331477095567,0.01260551,0.06570350999999999,0.01260551,0.015066271878976745
0.01861624325660482,ts_argmin_20(ts_prod_8(c_ta_tsf_5)),2,3,alpha_7,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251217231749,0.013376365963834342,0.0017926654678174793,0.02011624325660482,0.011217347627765346,0.14118289407992723,-0.010744796144029017,0.8242149382742536,-0.03806790144937134,2.394218436188337,-0.8442883767621022,3.279788316171879,-1.8487599416054696,-19.044448727929773,-13.249313869767272,-8.560053126283414,-5.071880979529687,0.017601500000000003,0.0615055,0.017601500000000003,0.06082019237452654
0.017550672438928824,ta_lr_intercept_20(ts_range_20(ts_wma_55(ts_wma_8(o_ta_lr_slope_10)))),4,5,alpha_8,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251217231749,0.013130648580598292,0.023642677608402735,0.020050672438928822,0.025464606776218823,1.026836915715145,0.9330877407429938,2.340323544882121,3.3934626319082537,2.1307979179716767,3.7169475555883724,0.5727270351453175,0.1464422122824693,-7.169067968230991,-11.37054892593756,-4.713318587478911,-3.6830284111620175,0.01720351,0.025101500000000002,0.01720351,-0.013880646067903771
0.016639971144124917,"TS_CORR_20(ta_trix_8(l), ta_beta_10(vol_ccy, div(ts_delta_3(ts_kurt_10(close_macd)), ts_max_5(ts_sum_17(h)))))",5,12,alpha_6,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251217231749,0.022365179732434716,-0.01404969521313772,0.02263997114412492,-0.013012124058863594,1.5763912199664274,-0.8339934307339151,3.290595283374711,-1.8987931327838286,1.7703403416430683,-2.201402593030791,-0.12016402881850047,0.285735758044606,-3.9539100471799635,-4.568503643894607,-2.5609508714250495,-2.384158369028075,0.00200251,0.01650251,0.00200251,0.026552745318308237
0.015037372897977337,ta_ema_21(ta_trix_8(ta_lr_intercept_10(ta_ema_21(ori_ta_macd)))),4,5,alpha_10,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251217231749,0.011807917360942177,-0.015496854875695475,0.017537372897977337,-0.01320360182553518,0.7053628239040993,-0.7759071025862562,1.9589290130095782,-2.8560259638411916,1.428151012703902,-4.179977419967358,1.2482574614636717,-1.080652582278382,-6.140506612793007,-8.779654240118045,-3.0825991150800256,-2.8116517042924505,0.02150451,0.03190251,0.02150451,0.015835179666549636
0.01493041501234996,"ts_argmax_20(add(ts_wma_21(o_ta_lr_slope_10), ta_willr_25(ori_trix_21, donchian_pos_50, obv_lr_slope_20)))",3,8,alpha_9,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251217231749,0.020406461863847706,0.004519335371265548,0.01893041501234996,-0.009047066262933423,0.5077939853078832,1.9842248666109843,2.0865032710527807,3.617336329502173,1.8773093053574823,-1.1387727133703,,,-13.076310533378116,-5.9287249227938625,-6.330403246190057,-3.156099641312699,0.020401500000000003,0.0514045,0.020401500000000003,-0.044213567028487104
